,Date,Original_Tweet,Clean_Tweet,Sentiment
735,2020-06-03,"RT @ammannewspaper: Arab and international countries COVID-19 update
https://t.co/E7PhQ1T9X0 https://t.co/lN2FE2CmuW",arab intern countri covid19 updat,0.2596133433609352
736,2020-06-03,RT @MbuyiseniNdlozi: 831 new Covid-19 cases,new covid19 case,0.2652876183498819
737,2020-06-03,"RT @franciediep: In April scientists @ Stanford posted a study suggesting death rates from Covid-19 are much lower than prev'y thought, on…",april scientist stanford post studi suggest death rate covid19 much lower prev thought,0.7600796886913949
738,2020-06-03,RT @realFFK: Where are the 14 Chinese doctors? Wlhat is their mission? Who invited them? Is it true that they are spreading &amp; infecting our…,chines doctor wlhat mission invit true spread infect,0.6325278066765909
739,2020-06-03,RT @business: Bill Gates will devote all of his philanthropic resources to taking on Covid-19,bill gate devot philanthrop resourc take covid19,0.3013062063011133
740,2020-06-03,"@GOP @HouseGOP @SenateGOP 
12,469 people died from H1N1, and you called Obama incompetent.
2 people died from Ebola… https://t.co/PGqSSCwD9R",peopl die hn call obama incompet peopl die ebola,0.749091268407696
741,2020-06-04,"RT @MarketingMag: In April, Deakin’s department of marketing conducted a Zoom conference with a group of senior marketers and academics to…",april deakin depart market conduct zoom confer group senior market academ,0.24096663139740904
742,2020-06-04,"RT @AskAnshul: A child raised slogans of killing Modi, when his relative was cured of Covid-19 &amp; discharged from hospital in Indore.

Inste…",child rais slogan kill modi rel cure covid19 discharg hospit indor inst,0.26404452284596686
743,2020-06-04,"RT @JuddLegum: IN 2018: Trump fired the US pandemic response team 

TODAY: The US has —

4.25% of the world's population

32% of the world'…",trump fire pandem respons team today world popul world,0.7373639592427521
744,2020-06-04,"RT @CosechaMovement: In March, we launched the Undocumented Worker Fund to support families affected by the pandemic &amp; excluded from govern…",march launch undocu worker fund support famili affect pandem exclud govern,0.29693319491792713
745,2020-06-04,RT @ljalan: Yogi Adityanath's Popularity Soars Among Bihar Migrants Amid COVID-19. ⁦@myogiadityanath⁩ has clearly handled the migrant issue…,yogi adityanath popular soar among bihar migrant amid covid19 clearli handl migrant issu,0.2570987567658381
746,2020-06-04,"@JerryLingle And as Dems try to find out what's up, GOP will say: ""They're still after Trump even while he's dealin… https://t.co/pef3IJhAJE",dem tri find gop say still trump even dealin,0.6770082581027492
747,2020-06-04,GHS predicts challenges in tracing contacts of 12 new Covid- 19 cases in the North - https://t.co/Qun2dI6sul https://t.co/iFpmdzJJzR,gh predict challeng trace contact new covid19 case north,0.2702543985014004
748,2020-06-04,"RT @IndiasMuslims: “Every front line worker must be respected,” says Kashmiri doctor who saved a COVID-19 patient by risking his life

Dr Z…",everi front line worker must respect say kashmiri doctor save covid19 patient risk life dr ,0.7258654700852295
749,2020-06-04,"RT @Breaking911: BREAKING: Cornelius Haney, released in April from a Colorado prison due to COVID-19, arrested for murder of 21-year-old wo…",break corneliu haney releas april colorado prison due covid19 arrest murder year old wo,0.18102687029297237
750,2020-06-04,"RT @MayorofLondon: COVID-19 will fundamentally change the way we travel around our city.
 
That’s why today, @TfL and I are announcing our…",covid19 fundament chang way travel around citi today announc,0.23275718568287163
751,2020-06-04,RT @CambridgeBRC: We are supporting TACTIC a new national #research trial for #COVID19 @CUH_NHS This exciting study will look at the immune…,support tactic new nation trial excit studi look immun,0.21941836267039563
752,2020-06-04,My favorite part of this “covid-19 linked syndrome” is that the bottom of basically all the articles say that it is… https://t.co/930R7SwkDD,favorit part covid19 link syndrom bottom basic articl say,0.6726950053572023
753,2020-06-04,"RT @SenKamalaHarris: This is what privilege looks like. For months, I've been pushing DOJ to release certain low-risk and vulnerable people…",privileg look like month push doj releas certain low risk vulner peopl,0.1863980755340477
754,2020-06-04,B words think that making jokes about covid 19 is peak humor, word think make joke covid19 peak humor,0.24443080379100302
755,2020-06-04,@trickcyclistraf @SBTMitchell I go away to sort out dinner and then find you lot getting all COVID-19 on me!,go away sort dinner find lot get covid19,0.7513238252970592
756,2020-06-05,RT @CelestialKingd1: #HatmanofLondon Yeah... I struggled to #breath w/ #Covid_19 #mask. It makes my #glasses #foggy. I found this #cool mas…,yeah struggl make found ma,0.22694951766626315
757,2020-06-05,"RT @RedWingGrips: China gave us Fentanyl , radioactive drywall ,.Chinese student spies , toxic toothpaste and candy , contaminated baby for…",china gave fentanyl radioact drywal chines student spi toxic toothpast candi contamin babi,0.7377993108792363
758,2020-06-05,RT @TimRunsHisMouth: I must be missing the national coverage of states rolling back their COVID-19 death numbers because of initial misrepo…,must miss nation coverag state roll back covid19 death number initi misrepo,0.6993400618479836
759,2020-06-05,"RT @HopkinsMedicine: Ebony Hunter, a pediatric emergency medicine physician at @AllChildrens, says she has become more protective of others…",eboni hunter pediatr emerg medicin physician say becom protect other,0.2429233365756043
760,2020-06-05,RT @Independent: Russia asks Google to block article questioning country's official coronavirus death toll https://t.co/OqEmdZgQJg,russia ask googl block articl question countri offici coronaviru death toll,0.254403434060221
761,2020-06-05,"RT @annafifield: To tackle covid-19, Jacinda Ardern “approached this like a successful hedge-fund manager would, like someone who understan…",tackl covid19 jacinda ardern approach like success hedg fund manag would like someon understan,0.28715718718731853
762,2020-06-05,"RT @Mojahedineng: Weeks ago, senior Iranian regime officials issued orders for people to return to work despite warnings from their own low…",week ago senior iranian regim offici issu order peopl return work despit warn low,0.6691927587728607
763,2020-06-05,"RT @JoeBiden: Behind every COVID-19 death is a family and a community that will never be the same.

Behind every unemployment claim is a li…",behind everi covid19 death famili commun never behind everi unemploy claim li,0.6491784961093111
764,2020-06-05,"RT @alfonslopeztena: #CoronavirusDarwinAward World Contest — Daily confirmed COVID-19
deaths per million, rolling 7-day
average
May 17, 202…",world contest daili confirm covid19 death per million roll day averag may,0.27833548604791736
765,2020-06-05,"RT @tribelaw: Blaming the 80,000+ human beings who have been killed by Covid-19 for their fate is the most disgusting deflection yet from a…",blame human be kill covid19 fate disgust deflect yet,0.2562760976192789
766,2020-06-05,RT @Obaji_007: Even if we remain only 30 people on earth 🌍 after this Covid 19 .... That game ⚽️ between Bayern Munich And Chelsea must go…,even remain peopl earth covid19 game bayern munich chelsea must go,0.7677692472860582
767,2020-06-05,"RT @NoreenAmore: BANGKOK: Shoppers flocked to Thailand's top-end malls on Sunday. In the main downtown shopping district, Central World tou…",bangkok shopper flock thailand top end mall sunday main downtown shop district central world tou,0.2575285021452333
768,2020-06-06,@TammyRoy72 @DIYNetwork You ever consider this was filmed before covid 19?Also if not could they've been tested?,ever consid film covid19 also could test,0.7315970444671361
769,2020-06-06,RT @ThePubliusUSA: The WH is undertaking efforts to rehabilitate Donald Trump’s image. It cannot erase the endless video tape of grave erro…,wh undertak effort rehabilit donald trump imag eras endless video tape grave erro,0.7238651331811009
770,2020-06-06,"RT @CBCAlerts: Ontario is reporting 340 new cases of COVID-19. The province has had a total of 22,653 cases, including 17,360 recoveries an…",ontario report new case covid19 provinc total case includ recoveri,0.263896280816686
771,2020-06-06,"RT @narendramodi: Thank you @POTUS @realDonaldTrump. 

This pandemic is being fought collectively by all of us. In such times, it’s always…",thank pandem fought collect time alway,0.6891040883866981
772,2020-06-06,"RT @chiarazambrano: Doctors found that many more Filipinos have been dying of causes that look like COVID-19, but were never confirmed.

Th…",doctor found mani filipino die caus look like covid19 never confirm th,0.6742721364449406
773,2020-06-06,"RT @itz_srk: Let’s assume there’s no Covid-19....
And you are given two tickets to go for a pilgrimage, who are you given the other ticket?…",let assum covid19 given two ticket go pilgrimag given ticket,0.21432850162485179
